finalist,year,winner_Nominee,item_award,award_description
Neil Patrick Harris,2015,Winner,Dorian Award,TV Musical Performance of the Year
Neil Patrick Harris,2015,Nominee,GAFCA Award,Best Ensemble
Neil Patrick Harris,2019,Nominee,Gold Derby TV Award,Comedy Supporting Actor of the Decade
Neil Patrick Harris,2015,Nominee,Grammy,Best Musical Theater Album
Neil Patrick Harris,2014,Winner,Man of the Year,
Neil Patrick Harris,2017,Nominee,IGN Award,Best Comedic TV Performance
Neil Patrick Harris,2019,Nominee,Blimp Award,Favorite Male TV Star
Neil Patrick Harris,2010,Nominee,NAVGTR Award,"Performance in a Comedy, Supporting"
Neil Patrick Harris,2015,Nominee,OFTA Television Award,Best Host or Panelist in a Non-Fiction Program
Neil Patrick Harris,2014,Nominee,People's Choice Award,Favorite Comedic TV Actor
Neil Patrick Harris,2010,Nominee,Prism Award,Performance in a Comedy Series
Neil Patrick Harris,2018,Nominee,Satellite Award,"Best Actor in a Series, Comedy or Musical"
Neil Patrick Harris,2011,Winner,Shorty Award,Best Actor on Social Media
Neil Patrick Harris,2012,Nominee,Teen Choice Award,Choice TV Actor: Comedy
Neil Patrick Harris,2009,Nominee,TCA Award,Individual Achievement in Comedy
Neil Patrick Harris,2009,Winner,Streamy Award,Best Male Actor in a Comedy Web Series
Neil Patrick Harris,2012,Nominee,TV Guide Award,Favorite Actor
Neil Patrick Harris,1990,Nominee,Q Award,Best Actor in a Quality Comedy Series
Neil Patrick Harris,2011,Winner,Star on the Walk of Fame,Television
Neil Patrick Harris,1992,Winner,Young Artist Award,Best Young Actor Starring in a Television Series
Kevin Dillon,2008,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Kevin Dillon,2009,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Comedy Series
Kevin Dillon,2008,Nominee,Golden Nymph,Outstanding Actor - Comedy Series
Kevin Dillon,2009,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Kevin Dillon,2007,Nominee,Teen Choice Award,Choice TV: Sidekick
Kevin Dillon,1990,Nominee,Young Artist Award,Best Young Actor Supporting Role in a Motion Picture
Jonathan Littman,2019,Nominee,Primetime Emmy,Outstanding Reality-Competition Program
Jonathan Littman,2019,Nominee,Dragon Award,Best Science Fiction or Fantasy TV Series
Jonathan Littman,2020,Nominee,PGA Award,Outstanding Producer of Game & Competition Television
Rose Byrne,2010,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Rose Byrne,2010,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Drama Series
Rose Byrne,2015,Winner,Trailblazer Award,
Rose Byrne,2014,Winner,AFCA Award,Best Supporting Actress
Rose Byrne,2009,Nominee,AFI International Award,Best Actress
Rose Byrne,2015,Nominee,Critics Choice Award,Best Actress in a Comedy Movie
Rose Byrne,2012,Nominee,COFCA Award,Best Ensemble
Rose Byrne,2015,Winner,CinemaCon Award,Female Star of the Year
Rose Byrne,2012,Winner,Chainsaw Award,Best Actress
Rose Byrne,2014,Winner,FCCA Award,Best Actress - Supporting Role
Rose Byrne,2011,Nominee,Fright Meter Award,Best Actress
Rose Byrne,2016,Nominee,GAFCA Award,Best Supporting Actress
Rose Byrne,2020,Nominee,Gold Derby TV Award,Movie/Limited Series Supporting Actress
Rose Byrne,2010,Winner,IGN Award,Best TV Actress
Rose Byrne,2016,Nominee,INOCA,Best Supporting Actress
Rose Byrne,2015,Winner,MTV Movie Award,Best WTF Moment
Rose Byrne,2018,Nominee,NMFC Award,Best Actress
Rose Byrne,2020,Nominee,OFTA Television Award,Best Supporting Actress in a Motion Picture or Limited Series
Rose Byrne,2011,Nominee,PFCS Award,Best Ensemble Acting
Rose Byrne,2010,Nominee,Satellite Award,"Best Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television"
Rose Byrne,2011,Nominee,Scream Award,Best Horror Actress
Rose Byrne,2012,Nominee,Actor,Outstanding Performance by a Cast in a Motion Picture
Rose Byrne,2015,Nominee,Teen Choice Award,Choice Movie: Villain
Rose Byrne,2015,Winner,UFCA Award,Best Supporting Actress
Rose Byrne,2000,Winner,Volpi Cup,Best Actress
Rose Byrne,2015,Nominee,VVFP Award,Best Supporting Actress
Rose Byrne,2014,Winner,Face of the Future,
Cherry Jones,2020,Winner,Primetime Emmy,Outstanding Guest Actress in a Drama Series
Cherry Jones,2000,Nominee,Chlotrudis Award,Best Supporting Actress
Cherry Jones,2016,Nominee,Critics' Choice TV Award,Best Guest Actor/Actress in a Comedy Series
Cherry Jones,2004,Winner,Vito Russo Award,
Cherry Jones,2020,Winner,Gold Derby TV Award,Drama Guest Actress
Cherry Jones,2020,Nominee,OFTA Television Award,Best Guest Actress in a Drama Series
Cherry Jones,2009,Nominee,Satellite Award,"Best Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television"
Cherry Jones,2016,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Hope Davis,2011,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Hope Davis,2010,Nominee,Primetime Emmy,Outstanding Lead Actress in a Miniseries or a Movie
Hope Davis,2004,Nominee,COFCA Award,Best Supporting Actress
Hope Davis,2004,Nominee,CFCA Award,Best Actress
Hope Davis,2004,Nominee,Chlotrudis Award,Best Supporting Actress
Hope Davis,2009,Winner,Robert Altman Award,
Hope Davis,2010,Nominee,Gold Derby TV Award,TV Movie/Mini Lead Actress
Hope Davis,2008,Winner,Gotham Independent Film Award,Best Ensemble Performance
Hope Davis,2004,Nominee,NSFC Award,Best Actress
Hope Davis,2003,Winner,NYFCC Award,Best Actress
Hope Davis,2010,Nominee,OFTA Television Award,Best Actress in a Motion Picture or Miniseries
Hope Davis,2004,Nominee,PFCS Award,Best Performance by an Actress in a Supporting Role
Hope Davis,2010,Nominee,Satellite Award,Best Actress in a Miniseries or a Motion Picture Made for Television
Hope Davis,2003,Winner,Seattle Film Critics Award,Best Actress
Hope Davis,2003,Nominee,VVFP Award,Best Supporting Performance
Hope Davis,2010,Nominee,WIN Award,Actress Mini-Series / Made for Television Movie
Dianne Wiest,1995,Winner,Oscar,Best Actress in a Supporting Role
Dianne Wiest,2009,Nominee,Golden Globe,"Best Performance by an Actress in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Dianne Wiest,2009,Nominee,Primetime Emmy,Outstanding Supporting Actress in a Drama Series
Dianne Wiest,1988,Nominee,BAFTA Film Award,Best Actress in a Supporting Role
Dianne Wiest,2015,Winner,Felix,Best Supporting Actress
Dianne Wiest,1992,Nominee,Saturn Award,Best Supporting Actress
Dianne Wiest,1999,Nominee,American Comedy Award,Funniest Supporting Actress in a Motion Picture
Dianne Wiest,1994,Winner,ACCA,Best Actress in a Supporting Role
Dianne Wiest,1999,Nominee,Blockbuster Entertainment Award,Favorite Supporting Actress - Comedy/Romance
Dianne Wiest,1994,Nominee,BSFC Award,Best Supporting Actress
Dianne Wiest,1997,Nominee,CableACE,Guest Actress in a Dramatic Special or Series
Dianne Wiest,1995,Winner,CFCA Award,Best Supporting Actress
Dianne Wiest,2011,Nominee,Chlotrudis Award,Best Supporting Actress
Dianne Wiest,1980,Winner,Clarence Derwent Award,Best supporting Female (USA)
Dianne Wiest,1995,Winner,DFWFCA Award,Best Supporting Actress
Dianne Wiest,2009,Winner,Robert Altman Award,
Dianne Wiest,2008,Winner,Gotham Independent Film Award,Best Ensemble Performance
Dianne Wiest,2009,Winner,Gracie,Outstanding Supporting Actress - Drama Series
Dianne Wiest,1994,Winner,KCFCC Award,Best Supporting Actress
Dianne Wiest,1994,Winner,LAFCA Award,Best Supporting Actress
Dianne Wiest,1986,Winner,NBR Award,Best Supporting Actress
Dianne Wiest,1995,Winner,NSFC Award,Best Supporting Actress
Dianne Wiest,1994,Winner,NYFCC Award,Best Supporting Actress
Dianne Wiest,1997,Winner,Muse Award,
Dianne Wiest,2014,Nominee,OFTA Television Award,Best Guest Actress in a Drama Series
Dianne Wiest,2010,Nominee,Satellite Award,Best Actress in a Supporting Role
Dianne Wiest,2002,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Dianne Wiest,1994,Winner,STFC Award,Best Supporting Actress
Dianne Wiest,1995,Winner,SEFCA Award,Best Supporting Actress
Dianne Wiest,2006,Winner,Special Jury Prize,Dramatic
Dianne Wiest,2008,Winner,WIN Award,Outstanding Actress Drama Series
Christian Clemenson,2009,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Christian Clemenson,2007,Nominee,Gold Derby TV Award,Drama Guest Actor
Christian Clemenson,2009,Nominee,Actor,Outstanding Performance by an Ensemble in a Drama Series
Jack McBrayer,2016,Nominee,Primetime Emmy,Outstanding Actor in a Short Form Comedy or Drama Series
Jack McBrayer,2013,Winner,BTVA Feature Film Voice Acting Award,Best Vocal Ensemble in a Feature Film
Jack McBrayer,2017,Nominee,Daytime Emmy,"Outstanding Performer in a Children's, Pre-School Children's or Family Viewing Program"
Jack McBrayer,2009,Nominee,Gold Derby TV Award,Comedy Supporting Actor
Jack McBrayer,2017,Nominee,ISA,Best Guest Actor - Comedy
Jack McBrayer,2008,Nominee,Golden Nymph,Outstanding Actor - Comedy Series
Jack McBrayer,2009,Nominee,OFTA Television Award,Best Supporting Actor in a Comedy Series
Jack McBrayer,2014,Nominee,Actor,Outstanding Performance by an Ensemble in a Comedy Series
Jack McBrayer,2014,Nominee,Streamy Award,Best Ensemble Cast
Michael Emerson,2010,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Michael Emerson,2010,Nominee,Primetime Emmy,Outstanding Supporting Actor in a Drama Series
Michael Emerson,2011,Nominee,Saturn Award,Best Supporting Actor on Television
Michael Emerson,2014,Nominee,BTVA Special/DVD Voice Acting Award,Best Vocal Ensemble in a TV Special/Direct-to-DVD Title or Short
Michael Emerson,2010,Nominee,Gold Derby TV Award,Drama Supporting Actor
Michael Emerson,2010,Nominee,Golden Nymph,Outstanding Actor - Drama Series
Michael Emerson,2010,Nominee,OFTA Television Award,Best Supporting Actor in a Drama Series
Michael Emerson,2007,Nominee,Satellite Award,"Best Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television"
Michael Emerson,2007,Nominee,Teen Choice Award,Choice TV: Villain
Shirley MacLaine,1984,Winner,Oscar,Best Actress in a Leading Role
Shirley MacLaine,2009,Nominee,Golden Globe,Best Performance by an Actress in a Miniseries or a Motion Picture Made for Television
Shirley MacLaine,2009,Nominee,Primetime Emmy,Outstanding Lead Actress in a Miniseries or a Movie
Shirley MacLaine,1991,Nominee,BAFTA Film Award,Best Actress
Shirley MacLaine,2019,Winner,Career Achievement Award,
Shirley MacLaine,1995,Nominee,American Comedy Award,Funniest Actress in a Motion Picture (Leading Role)
Shirley MacLaine,2012,Winner,Life Achievement Award,
Shirley MacLaine,1999,Winner,Honorary Golden Berlin Bear,
Shirley MacLaine,2013,Nominee,Critics Choice Award,Best Actress in a Comedy
Shirley MacLaine,1985,Winner,ACE,Writing a Music Special
Shirley MacLaine,1990,Nominee,CFCA Award,Best Supporting Actress
Shirley MacLaine,2005,Winner,Career Achievement Award,
Shirley MacLaine,1962,Winner,CEC Award,Best Foreign Actress (Mejor Actriz Extranjera)
Shirley MacLaine,2019,Winner,CinEuphoria,Career - Honorary Award
Shirley MacLaine,1989,Nominee,David,Best Foreign Actress (Migliore Attrice Straniera)
Shirley MacLaine,2000,Winner,Lifetime Achievement Award,
Shirley MacLaine,2012,Winner,Woman of the Year,
Shirley MacLaine,1995,Winner,Gala Tribute,
Shirley MacLaine,2002,Winner,Vanguard Award,
Shirley MacLaine,2013,Nominee,Gold Derby TV Award,Drama Guest Actress
Shirley MacLaine,1959,Winner,Golden Apple,Most Cooperative Actress
Shirley MacLaine,1997,Winner,Golden Camera for Lifetime Achievement,International
Shirley MacLaine,2012,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Shirley MacLaine,1963,Winner,Woman of the Year,
Shirley MacLaine,1971,Nominee,Golden Laurel,"Best Comedy Performance, Female"
Shirley MacLaine,1997,Winner,Lone Star Film & Television Award,Best Actress
Shirley MacLaine,2016,Winner,Career Achievement Award,
Shirley MacLaine,1983,Winner,NBR Award,Best Actress
Shirley MacLaine,1984,Nominee,NSFC Award,Best Actress
Shirley MacLaine,1983,Winner,NYFCC Award,Best Actress
Shirley MacLaine,2013,Nominee,OFTA Television Award,Best Guest Actress in a Drama Series
Shirley MacLaine,2006,Winner,Lifetime Achievement Award,
Shirley MacLaine,1980,Nominee,People's Choice Award,Favorite Motion Picture Actress
Shirley MacLaine,1985,Nominee,Razzie Award,Worst Actress
Shirley MacLaine,2005,Nominee,Satellite Award,"Outstanding Actress in a Supporting Role, Drama"
Shirley MacLaine,2009,Nominee,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries
Shirley MacLaine,1996,Nominee,STFC Award,Best Actress
Shirley MacLaine,2005,Nominee,SLFCA Award,Best Supporting Actress
Shirley MacLaine,1996,Winner,Silver Medallion Award,
Shirley MacLaine,2017,Winner,Texas Film Hall of Fame,Texas Film Hall Of Fame
Shirley MacLaine,2013,Winner,Kennedy Center Honors,
Shirley MacLaine,1988,Winner,Volpi Cup,Best Actress
Shirley MacLaine,2012,Nominee,VVFP Award,Best Supporting Actress
Shirley MacLaine,1960,Winner,Star on the Walk of Fame,Motion Picture
Shirley MacLaine,2014,Nominee,WFCC Award,Best Screen Couple
Shirley MacLaine,1978,Winner,Crystal Award,
Shirley MacLaine,2009,Nominee,WIN Award,Outstanding Actress Mini-Series / Made for Television Movie
Jessica Lange,1995,Winner,Oscar,Best Actress in a Leading Role
Jessica Lange,2018,Nominee,Golden Globe,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television
Jessica Lange,2019,Nominee,Primetime Emmy,Outstanding Guest Actress in a Drama Series
Jessica Lange,1984,Nominee,BAFTA Film Award,Best Actress
Jessica Lange,2015,Nominee,Saturn Award,Best Actress on Television
Jessica Lange,2017,Nominee,ACCA TV,Best Actress in a TV Movie or Miniseries
Jessica Lange,1983,Winner,Bambi,Film - International
Jessica Lange,1983,Winner,BSFC Award,Best Supporting Actress
Jessica Lange,2018,Nominee,Critics Choice Award,Best Actress in a Movie Made for Television or Limited Series
Jessica Lange,2016,Winner,Krzysztof Kieslowski Award,
Jessica Lange,1995,Nominee,CFCA Award,Best Actress
Jessica Lange,2015,Nominee,Critics' Choice TV Award,Best Actress in a Movie/Limited Series
Jessica Lange,1983,Nominee,David,Best Foreign Actress (Migliore Attrice Straniera)
Jessica Lange,2003,Winner,Icon Award,
Jessica Lange,2006,Winner,Gala Tribute,
Jessica Lange,1982,Nominee,Fotogramas de Plata,Best Foreign Movie Performer (Mejor intérprete extranjero)
Jessica Lange,2018,Nominee,Dorian Award,TV Performance of the Year - Actress
Jessica Lange,2019,Winner,Gold Derby TV Award,Drama Guest Actress
Jessica Lange,2004,Winner,Gracie,Individual Achievement for Best Female Lead - Drama - Special
Jessica Lange,2012,Nominee,IGN Award,Best TV Actress
Jessica Lange,1984,Nominee,Silver Ribbon,Best Foreign Actress (Migliore Attrice Straniera)
Jessica Lange,1986,Winner,Joseph Plateau Award,Best Actress
Jessica Lange,1982,Winner,KCFCC Award,Best Supporting Actress
Jessica Lange,1994,Winner,LAFCA Award,Best Actress
Jessica Lange,2014,Nominee,Golden Nymph,Outstanding Actress in a Mini-Series
Jessica Lange,1983,Winner,Prize,Best Actress
Jessica Lange,1995,Nominee,NSFC Award,Best Actress
Jessica Lange,1982,Winner,NYFCC Award,Best Supporting Actress
Jessica Lange,1986,Winner,Muse Award,
Jessica Lange,2012,Nominee,NewNowNext Award,Cause You're Hot
Jessica Lange,2019,Winner,OFTA Television Award,Best Guest Actress in a Drama Series
Jessica Lange,2015,Nominee,People's Choice Award,Favorite Sci-Fi/Fantasy TV Actress
Jessica Lange,2018,Nominee,PGA Award,Outstanding Producer of Long-Form Television
Jessica Lange,2010,Nominee,Prism Award,Performance in a TV Movie or Miniseries
Jessica Lange,1999,Nominee,Razzie Award,Worst Actress
Jessica Lange,2002,Winner,Donostia Lifetime Achievement Award,
Jessica Lange,1996,Winner,Sant Jordi,Best Foreign Actress (Mejor Actriz Extranjera)
Jessica Lange,2015,Winner,Kirk Douglas Award for Excellence in Film,
Jessica Lange,2018,Nominee,Satellite Award,Best Actress in a Miniseries or a Motion Picture Made for Television
Jessica Lange,2018,Nominee,Actor,Outstanding Performance by a Female Actor in a Television Movie or Limited Series
Jessica Lange,2009,Winner,Taormina Arte Award,
Jessica Lange,2017,Nominee,TCA Award,Individual Achievement in Drama
Jessica Lange,1998,Nominee,Stinker Award,Worst Actress
Jessica Lange,2012,Nominee,TV Guide Award,Favorite Villain
Jessica Lange,1999,Winner,Best Actress,
Jessica Lange,1993,Winner,Bronze Wrangler,Television Feature Film
Jessica Lange,2000,Winner,Crystal Award,
Jessica Lange,2013,Nominee,WIN Award,Outstanding Actress Made for Television Movie / Mini-Series
Jessica Lange,1999,Winner,Yoga Award,Worst Foreign Actress
Aaron Paul,2014,Nominee,Golden Globe,"Best Performance by an Actor in a Supporting Role in a Series, Miniseries or Motion Picture Made for Television"
Aaron Paul,2020,Nominee,Primetime Emmy,Outstanding Television Movie
Aaron Paul,2014,Winner,Saturn Award,Best Supporting Actor on Television
Aaron Paul,2017,Nominee,BTVA Anime Dub Movie/Special Voice Acting Award,Best Male Lead Vocal Performance in an Anime Feature Film/Special
Aaron Paul,2014,Winner,Critics' Choice TV Award,Best Supporting Actor in a Drama Series
Aaron Paul,2014,Winner,Grand Jury Prize,Narrative Feature Competition
Aaron Paul,2013,Nominee,Dorian Award,TV Performance of the Year - Actor
Aaron Paul,2020,Nominee,Gold Derby TV Award,Movie/Limited Series Actor
Aaron Paul,2014,Winner,Leonardo's Horse,Best Supporting Actor
Aaron Paul,2020,Nominee,OFTA Television Award,Best Actor in a Motion Picture or Limited Series
Aaron Paul,2020,Nominee,PGA Award,Outstanding Producer of Streamed or Televised Motion Pictures
Aaron Paul,2011,Winner,Prism Award,Male Performance in a Drama Series Multi-Episode Storyline
Aaron Paul,2019,Nominee,Satellite Award,Best Actor in a Miniseries & Limited Series or a Motion Picture Made for Television
Aaron Paul,2014,Winner,Actor,Outstanding Performance by an Ensemble in a Drama Series
Aaron Paul,2010,Nominee,TCA Award,Individual Achievement in Drama
Aaron Paul,2014,Nominee,Young Hollywood Award,Fan Favorite Actor - Male
Drew Barrymore,2010,Winner,Golden Globe,Best Performance by an Actress in a Miniseries or a Motion Picture Made for Television
Drew Barrymore,2009,Nominee,Primetime Emmy,Outstanding Lead Actress in a Miniseries or a Movie
Drew Barrymore,1983,Nominee,BAFTA Film Award,Most Outstanding Newcomer to Leading Film Roles
Drew Barrymore,1999,Winner,Saturn Award,Best Actress
Drew Barrymore,2009,Nominee,EDA Female Focus Award,Perseverance Award
Drew Barrymore,2000,Nominee,American Comedy Award,Funniest Actress in a Motion Picture (Leading Role)
Drew Barrymore,2001,Winner,Blockbuster Entertainment Award,Favorite Action Team (Internet Only)
Drew Barrymore,1999,Nominee,Chlotrudis Award,Best Actress
Drew Barrymore,2014,Winner,CinemaCon Award,Female Star of the Year
Drew Barrymore,1986,Nominee,Daytime Emmy,Outstanding Performer in Children's Programming
Drew Barrymore,2001,Nominee,Video Premiere Award,Best Supporting Actress
Drew Barrymore,2000,Winner,Icon Award,
Drew Barrymore,1997,Winner,Chainsaw Award,Best Supporting Actress
Drew Barrymore,2010,Winner,Dorian Award,TV Drama Performance of the Year
Drew Barrymore,2010,Winner,Vanguard Award,
Drew Barrymore,2010,Nominee,Gold Derby TV Award,TV Movie/Mini Actress of the Decade
Drew Barrymore,2001,Winner,Golden Apple,Female Star of the Year
Drew Barrymore,2017,Winner,Gracie,Outstanding Female Actor in a Featured/Guest Role
Drew Barrymore,2001,Winner,Woman of the Year,
Drew Barrymore,1999,Winner,Actress of the Year,
Drew Barrymore,2001,Winner,Barrymore Award,
Drew Barrymore,2005,Nominee,Audience Award,Best International Actress
Drew Barrymore,2008,Nominee,Blimp Award,Favorite Female Movie Star
Drew Barrymore,2004,Winner,MTV Movie Award,Best On-Screen Team
Drew Barrymore,1993,Winner,Best Actress,
Drew Barrymore,2009,Winner,OFTA Television Award,Best Actress in a Motion Picture or Miniseries
Drew Barrymore,2018,Nominee,People's Choice Award,Favorite Comedy TV Star
Drew Barrymore,2010,Nominee,Prism Award,Performance in a TV Movie or Miniseries
Drew Barrymore,2015,Nominee,Razzie Award,Worst Actress
Sigourney Weaver,1989,Nominee,Oscar,Best Actress in a Leading Role
Sigourney Weaver,2013,Nominee,Golden Globe,Best Performance by an Actress in a Miniseries or Motion Picture Made for Television
Drew Barrymore,2009,Winner,Satellite Award,Best Actress in a Miniseries or a Motion Picture Made for Television
Drew Barrymore,2010,Winner,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries
Drew Barrymore,2004,Winner,Special Award,Distinguished Decade of Achievement in Film
Drew Barrymore,2009,Nominee,Bronze Horse,
Drew Barrymore,2014,Nominee,Teen Choice Award,Choice Movie Actress: Comedy
Sigourney Weaver,2013,Nominee,Primetime Emmy,Outstanding Lead Actress in a Miniseries or a Movie
Sigourney Weaver,1998,Winner,BAFTA Film Award,Best Performance by an Actress in a Supporting Role
Sigourney Weaver,2018,Nominee,Felix,Best Supporting Actress
Sigourney Weaver,2017,Nominee,Movies for Grownups Award,Best Supporting Actress
Sigourney Weaver,2010,Winner,Saturn Award,Best Supporting Actress
Sigourney Weaver,2000,Nominee,Blockbuster Entertainment Award,Favorite Actress - Comedy
Sigourney Weaver,1989,Nominee,CFCA Award,Best Actress
Sigourney Weaver,2001,Winner,Lifetime Achievement Award,
Sigourney Weaver,2017,Winner,CinEuphoria,Best Supporting Actress - Audience Award
Sigourney Weaver,1996,Winner,Special Mention,
Sigourney Weaver,2013,Nominee,Critics' Choice TV Award,Best Actress in a Movie/Miniseries
Drew Barrymore,2003,Nominee,Stinker Award,Worst Actress
Drew Barrymore,2004,Winner,Star on the Walk of Fame,Motion Picture
Drew Barrymore,1999,Winner,Crystal Award,
Drew Barrymore,2009,Nominee,WIN Award,Outstanding Actress Feature Film
Drew Barrymore,1999,Winner,Former Child Star Lifetime Achievement Award,
Sigourney Weaver,1995,Nominee,DFWFCA Award,Best Actress
Sigourney Weaver,2003,Winner,DVDX Award,Best Audio Commentary (New for DVD)
Sigourney Weaver,2006,Winner,Diamond Award,
Sigourney Weaver,2008,Winner,Icon Award,
Sigourney Weaver,2004,Winner,Lifetime Achievement Award,
Sigourney Weaver,1998,Winner,Fangoria Horror Hall of Fame,
Sigourney Weaver,2010,Nominee,Dorian Award,TV Drama Performance of the Year
Sigourney Weaver,2007,Nominee,Genie,Best Performance by an Actress in a Leading Role
Sigourney Weaver,2013,Nominee,Gold Derby TV Award,TV Movie/Mini Lead Actress
Sigourney Weaver,1988,Winner,Golden Apple,Female Star of the Year
Sigourney Weaver,2013,Winner,Golden Camera,Best International Actress
Sigourney Weaver,2009,Nominee,Golden Schmoes,Best Supporting Actress of the Year
Sigourney Weaver,1994,Winner,Actor Award,
Sigourney Weaver,2017,Nominee,Goya,Best Supporting Actress (Mejor Actriz de Reparto)
Sigourney Weaver,2011,Winner,Grammy,"Best Spoken Word Album (includes poetry, audio books & story telling)"
Sigourney Weaver,1998,Winner,Woman of the Year,
Sigourney Weaver,1989,Winner,Jupiter Award,Best International Actress
Sigourney Weaver,2008,Winner,Honorary Award of the Festival,
Sigourney Weaver,1987,Winner,Best Actress,
Sigourney Weaver,1988,Winner,Muse Award,
Sigourney Weaver,2019,Winner,OFTA Film Hall of Fame,Acting
Sigourney Weaver,1989,Nominee,People's Choice Award,Favorite Dramatic Motion Picture Actress
Sigourney Weaver,2010,Nominee,Prism Award,Performance in a TV Movie or Miniseries
Sigourney Weaver,2016,Winner,Donostia Lifetime Achievement Award,
Sigourney Weaver,2012,Nominee,Satellite Award,Best Actress in a Miniseries or a Motion Picture Made for Television
Sigourney Weaver,2010,Winner,Heroine Award,
Sigourney Weaver,2013,Nominee,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries
Sigourney Weaver,2006,Nominee,Golden Space Needle Award,Best Actress
Sigourney Weaver,2018,Winner,Sovas Award,Life Time Achievement Icon Award
Sigourney Weaver,2001,Nominee,Stinker Award,Most Annoying Fake Accent: Female
Sigourney Weaver,1999,Winner,Star on the Walk of Fame,Motion Picture
Kevin Kline,1989,Winner,Oscar,Best Actor in a Supporting Role
Kevin Kline,2005,Nominee,Golden Globe,Best Performance by an Actor in a Motion Picture - Comedy or Musical
Kevin Kline,2017,Nominee,Primetime Emmy,Outstanding Character Voice-Over Performance
Kevin Kline,1989,Nominee,BAFTA Film Award,Best Actor
Kevin Kline,1996,Nominee,American Comedy Award,Funniest Actor in a Motion Picture (Leading Role)
Kevin Kline,2000,Nominee,Blockbuster Entertainment Award,Favorite Action Team
Kevin Kline,2007,Nominee,Critics Choice Award,Best Acting Ensemble
Kevin Kline,2003,Nominee,DVD Premiere Award,Best Animated Character Performance
Kevin Kline,2007,Nominee,Gold Derby Award,Ensemble Cast
Kevin Kline,2006,Nominee,Gotham Independent Film Award,Best Ensemble Performance
Kevin Kline,1998,Winner,Man of the Year,
Kevin Kline,2007,Nominee,IOMA,Best Supporting Actor (Miglior attore non protagonista)
Kevin Kline,2001,Nominee,Blimp Award,Favorite Voice from an Animated Movie
Kevin Kline,1999,Nominee,ALFS Award,Actor of the Year
Kevin Kline,1998,Nominee,MTV Movie Award,Best Kiss
Kevin Kline,2007,Winner,CineMerit Award,
Kevin Kline,2008,Nominee,OFTA Television Award,Best Supporting Actor in a Motion Picture or Miniseries
Kevin Kline,2000,Winner,Razzie Award,Worst Screen Couple
Kevin Kline,2005,Nominee,Golden Satellite Award,"Best Actor in a Motion Picture, Comedy or Musical"
Kevin Kline,2010,Nominee,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries
Kevin Kline,2002,Winner,Lifetime Achievement Award,
Kevin Kline,2006,Nominee,Stinker Award,Most Annoying Fake Accent: Male
Kevin Kline,2004,Winner,Star on the Walk of Fame,Motion Picture
Kevin Bacon,2018,Nominee,Golden Globe,Best Performance by an Actor in a Television Series - Musical or Comedy
Kevin Bacon,2009,Nominee,Primetime Emmy,Outstanding Lead Actor in a Miniseries or a Movie
Kevin Bacon,2014,Nominee,Saturn Award,Best Actor on Television
Kevin Bacon,2003,Nominee,ACCA,Best Cast Ensemble
Kevin Bacon,2001,Winner,Blockbuster Entertainment Award,Favorite Actor - Science Fiction
Kevin Bacon,2003,Winner,BSFC Award,Best Ensemble Cast
Kevin Bacon,1984,Nominee,Bravo Otto Germany,Best Actor (Schauspieler)
Kevin Bacon,2010,Winner,Joel Siegel Award,
Kevin Bacon,1997,Nominee,CableACE,Directing a Movie or Miniseries
Kevin Bacon,2005,Nominee,Chlotrudis Award,Best Actor
Kevin Bacon,2004,Winner,John Cassavetes Award,
Kevin Bacon,2001,Nominee,Chainsaw Award,Best Actor
Kevin Bacon,2005,Nominee,Independent Spirit Award,Best Male Lead
Kevin Bacon,2004,Winner,Special Mention,
Kevin Bacon,1997,Winner,Bronze Gryphon,Best Actor
Kevin Bacon,2009,Winner,Gold Derby TV Award,TV Movie/Mini Actor
Kevin Bacon,2004,Nominee,IOMA,Best Supporting Actor (Miglior attore non protagonista)
Kevin Bacon,2001,Nominee,MTV Movie Award,Best Villain
Kevin Bacon,2015,Nominee,OFTA Television Award,Best Actor in a Drama Series
Kevin Bacon,2015,Nominee,People's Choice Award,Favorite Crime Drama TV Actor
